codigo_ibge,NomMunicipio,longitude,latitude,UF
1505908,Porto de Moz,-52.547737881771134,-2.184715971387572,PA
1506005,Prainha,-53.660217106042325,-2.1204694005137674,PA
1506104,Primavera,-47.13137204944983,-0.9524149741241724,PA
1506112,Quatipuru,-47.01545109259576,-0.8600888886168756,PA
1506138,Redenção,-50.19809147453645,-8.06941846614415,PA
1506161,Rio Maria,-49.89520381861134,-7.340711259163479,PA
1506187,Rondon do Pará,-48.46003384033799,-4.517009302275951,PA
1506195,Rurópolis,-55.21076543909395,-4.241131056343358,PA
1506203,Salinópolis,-47.35170250095072,-0.683955437066196,PA
1506302,Salvaterra,-48.62998225528922,-0.7966266147534063,PA
1506351,Santa Bárbara do Pará,-48.25051703713759,-1.1943366019702857,PA
1506401,Santa Cruz do Arari,-49.31385875348053,-0.5833526195086388,PA
1506500,Santa Izabel do Pará,-48.12930777078223,-1.3652114751835338,PA
1506559,Santa Luzia do Pará,-46.9269129916556,-1.6566730441498514,PA
1506583,Santa Maria das Barreiras,-50.31434321980898,-8.633958328586973,PA
1506609,Santa Maria do Pará,-47.52164213505079,-1.374487317207044,PA
1506708,Santana do Araguaia,-50.61130240563318,-9.364354930877596,PA
1506807,Santarém,-55.23847955271572,-2.6794266527907222,PA
1506906,Santarém Novo,-47.33294657506174,-0.9133445449033386,PA
1507003,Santo Antônio do Tauá,-48.18276388058698,-1.0932574285670198,PA
1507102,São Caetano de Odivelas,-48.0257326544971,-0.8649311474978245,PA
1507151,São Domingos do Araguaia,-48.730591493209744,-5.657619322304058,PA
1507201,São Domingos do Capim,-47.77149227857808,-1.882583615335516,PA
1507300,São Félix do Xingu,-52.25304201736207,-7.23962380912403,PA
1507409,São Francisco do Pará,-47.74684385398697,-1.206003934200042,PA
1507458,São Geraldo do Araguaia,-48.74822218030489,-6.18929740881634,PA
1507466,São João da Ponta,-47.96446593155828,-0.8704696015825806,PA
1507474,São João de Pirabas,-47.217936005026,-0.7837646567652288,PA
1507508,São João do Araguaia,-48.696779279644055,-5.447332669223986,PA
1507607,São Miguel do Guamá,-47.61077290257972,-1.551534070585889,PA
1507706,São Sebastião da Boa Vista,-49.68027387182368,-1.4341385737916594,PA
1507755,Sapucaia,-49.56977192214447,-6.838914890979006,PA
1507805,Senador José Porfírio,-51.77379823441845,-4.1704705197745096,PA
1507904,Soure,-48.69775121658113,-0.4479210687352086,PA
1507953,Tailândia,-48.736708991358114,-2.90789330623412,PA
1507961,Terra Alta,-47.84829431617978,-1.002593598051976,PA
1507979,Terra Santa,-56.458419265306446,-1.951518170165317,PA
1508001,Tomé-Açu,-48.26764085009557,-2.636224057359498,PA
1508035,Tracuateua,-46.93898001332629,-1.0409772209120705,PA
1508050,Trairão,-56.00348609036064,-5.130398754357986,PA
1508084,Tucumã,-51.39139820779601,-6.820234785550687,PA
1508100,Tucuruí,-49.82113894889723,-3.85630955467469,PA
1508126,Ulianópolis,-47.493620388712046,-3.809881269515333,PA
1508159,Uruará,-53.80732424683865,-3.583776278225724,PA
1508209,Vigia,-48.104928732413455,-0.9334194474451216,PA
1508308,Viseu,-46.45305172303984,-1.5232154337572177,PA
1508357,Vitória do Xingu,-51.97395645397022,-3.1353164359457435,PA
1508407,Xinguara,-49.63534530967606,-6.91789170536786,PA
1600055,Serra do Navio,-52.26814947263072,1.651843064051901,AP
1600105,Amapá,-50.59262820723064,1.7468155120982158,AP
1600154,Pedra Branca do Amapari,-52.51959441222489,1.157695747038614,AP
1600204,Calçoene,-51.406574018151446,2.424107210188833,AP
1600212,Cutias,-50.48706954265546,1.0355816689925377,AP
1600238,Ferreira Gomes,-51.41736581095494,0.9571244824218166,AP
1600253,Itaubal,-50.64025135647775,0.5383918183149071,AP
1600279,Laranjal do Jari,-53.31069183140615,1.1017115697279598,AP
1600303,Macapá,-50.691757788072266,0.5627825397900695,AP
1600402,Mazagão,-51.95119385895782,-0.0668412087699877,AP
1600501,Oiapoque,-51.89848875638084,3.112356294216423,AP
1600535,Porto Grande,-51.66998331105206,0.5856349295337169,AP
1600550,Pracuúba,-51.27851737252092,1.6258313356124543,AP
1600600,Santana,-51.3783657939257,0.129807617471597,AP
1600709,Tartarugalzinho,-50.99261787690551,1.2975955998627584,AP
1600808,Vitória do Jari,-52.061177513425626,-0.9964461428810422,AP
1700251,Abreulândia,-49.31117594861287,-9.47891673817027,TO
1700301,Aguiarnópolis,-47.51337092510044,-6.488583177971663,TO
1700350,Aliança do Tocantins,-48.90829302945204,-11.331211684900348,TO
1700400,Almas,-47.21110269212875,-11.429818915792016,TO
1700707,Alvorada,-49.11180404097878,-12.407554975468772,TO
1701002,Ananás,-48.1866307786822,-6.232707898457986,TO
1701051,Angico,-47.91316704927321,-6.43580886426977,TO
1701101,Aparecida do Rio Negro,-48.00004454357005,-9.98663433905726,TO
1701309,Aragominas,-48.63230156689979,-6.9455984258337145,TO
1701903,Araguacema,-49.50557474294994,-8.939216403819186,TO
1702000,Araguaçu,-49.69630779370191,-12.840016504204996,TO
1702109,Araguaína,-48.587826115507696,-7.331338170571429,TO
1702158,Araguanã,-48.52452851970715,-6.791006614896368,TO
1702208,Araguatins,-48.10479984004014,-5.665928955389894,TO
1702307,Arapoema,-48.99982857514539,-7.723438435872498,TO
1702406,Arraias,-47.04783994626618,-12.817482448125736,TO
1702554,Augustinópolis,-47.92815118151529,-5.497829297899072,TO
1702703,Aurora do Tocantins,-46.432878950504296,-12.646654670346797,TO
1702901,Axixá do Tocantins,-47.766108710295,-5.649402249249609,TO
1703008,Babaçulândia,-47.85685201422675,-7.174583568403507,TO
1703057,Bandeirantes do Tocantins,-48.675548846555365,-7.903126276599782,TO
1703073,Barra do Ouro,-47.578611467021446,-7.71784355407573,TO
1703107,Barrolândia,-48.79119206521969,-9.865809758443858,TO
1703206,Bernardo Sayão,-48.96911153066248,-7.983491437514024,TO
1703305,Bom Jesus do Tocantins,-47.87920734294474,-9.01242660361738,TO
1703602,Brasilândia do Tocantins,-48.442798168080536,-8.289918616759145,TO
1703701,Brejinho de Nazaré,-48.624121517274034,-11.02938755648672,TO
1703800,Buriti do Tocantins,-48.13631336993871,-5.337673093690346,TO
1703826,Cachoeirinha,-47.84133846329343,-6.090013146516726,TO
1703842,Campos Lindos,-46.804617027224886,-8.203884915334823,TO
1703867,Cariri do Tocantins,-49.20277594450762,-11.933099369479118,TO
1703883,Carmolândia,-48.37454465605037,-7.045131003132989,TO
1703891,Carrasco Bonito,-48.00992503576461,-5.3371770958580536,TO
1703909,Caseara,-49.8485782213992,-9.401771529546943,TO
1704105,Centenário,-47.44480253519057,-9.073870008901094,TO
1704600,Chapada de Areia,-49.19563762146272,-10.165759745349591,TO
1705102,Chapada da Natividade,-47.8464739293931,-11.541147481799714,TO
1705508,Colinas do Tocantins,-48.53011696814814,-8.07647500400447,TO
1705557,Combinado,-46.5037435937826,-12.84629388406014,TO
1705607,Conceição do Tocantins,-47.303690970305446,-12.171171064882692,TO
1706001,Couto Magalhães,-49.16245889766317,-8.436795651329682,TO
1706100,Cristalândia,-49.312386801978526,-10.636422159013916,TO
1706258,Crixás do Tocantins,-49.07274558783831,-11.171869243537838,TO
1706506,Darcinópolis,-47.767853358465686,-6.763449011086411,TO
1707009,Dianópolis,-46.79581156180292,-11.694969340271149,TO
1707108,Divinópolis do Tocantins,-49.35467814811018,-9.69526278584098,TO
1707207,Dois Irmãos do Tocantins,-49.06689945721117,-9.271066079051774,TO
1707306,Dueré,-49.391203215489696,-11.427379162806188,TO
1707405,Esperantina,-48.540321658416325,-5.326300004966417,TO
1707553,Fátima,-48.87232541192375,-10.809773432495188,TO
1707652,Figueirópolis,-49.28284886143821,-12.2635541489757,TO
1707702,Filadélfia,-47.793760279406136,-7.496725038433735,TO
1708205,Formoso do Araguaia,-50.09825688942819,-11.95881384533029,TO
1708254,Tabocão,-48.54603554361957,-9.07145324045382,TO
1708304,Goianorte,-49.011169773578,-8.873261126277246,TO
1709005,Goiatins,-47.481527510659696,-8.094322415493373,TO
1709302,Guaraí,-48.42506174656717,-8.730172077692986,TO
1709500,Gurupi,-48.88740581892184,-11.65170057047961,TO
1709807,Ipueiras,-48.40350922081175,-11.135121802075137,TO
1710508,Itacajá,-47.669287263335264,-8.571605409100762,TO
1710706,Itaguatins,-47.59507539879404,-5.802740053179101,TO
1710904,Itapiratins,-48.0333267191474,-8.316435017937236,TO
1711100,Itaporã do Tocantins,-48.75260909372137,-8.451256844155829,TO
1711506,Jaú do Tocantins,-48.64547172868314,-12.747980081120245,TO
1711803,Juarina,-49.11033296512875,-8.140820580316639,TO
1711902,Lagoa da Confusão,-50.1608319136042,-11.035383730648576,TO
1711951,Lagoa do Tocantins,-47.48113808412666,-10.341898651859392,TO
1712009,Lajeado,-48.2909480622042,-9.8505824309501,TO
1712157,Lavandeira,-46.41042679685242,-12.812668760761312,TO
1712405,Lizarda,-46.93888966466422,-9.525176877966947,TO
1712454,Luzinópolis,-47.830740764543656,-6.206022402199623,TO
1712504,Marianópolis do Tocantins,-49.70003231829267,-9.787628244158826,TO
1712702,Mateiros,-46.50265049204563,-10.58334283344476,TO
1712801,Maurilândia do Tocantins,-47.58995045133576,-6.0231934461422405,TO
1713205,Miracema do Tocantins,-48.55147419491368,-9.754307486584718,TO
1713304,Miranorte,-48.68376604932534,-9.416399234497652,TO
1713601,Monte do Carmo,-48.01721512420208,-10.747838111531625,TO
1713700,Monte Santo do Tocantins,-49.06728856858393,-9.999505685155013,TO
1713809,Palmeiras do Tocantins,-47.64268963343092,-6.600241898758806,TO
1713957,Muricilândia,-48.7864753868542,-7.003396666180465,TO
1714203,Natividade,-47.64885385309998,-11.798562008529686,TO
1714302,Nazaré,-47.78144508054856,-6.330349633491905,TO
1714880,Nova Olinda,-48.36074012716144,-7.637923012022913,TO
1715002,Nova Rosalândia,-48.97332997634357,-10.550035937903862,TO
1715101,Novo Acordo,-47.38295849263346,-10.15503534410397,TO
1715150,Novo Alegre,-46.559625696560346,-12.914272406168342,TO
1715259,Novo Jardim,-46.57039755547858,-11.77907411830557,TO
1715507,Oliveira de Fátima,-48.87580785148371,-10.674495889214516,TO
1715705,Palmeirante,-48.15630509564128,-7.886024270701523,TO
1715754,Palmeirópolis,-48.34876933663013,-13.01987396462157,TO
1716109,Paraíso do Tocantins,-48.82725884305477,-10.21825530296906,TO
1716208,Paranã,-47.8134432486394,-12.697101719079877,TO
1716307,Pau D'Arco,-48.98834601766895,-7.5449408689986495,TO
1716505,Pedro Afonso,-48.03421113779024,-9.226938463441453,TO
1716604,Peixe,-48.55523042085359,-11.997161190228052,TO
1716653,Pequizeiro,-48.917179008649846,-8.379931373113779,TO
1716703,Colméia,-48.74862802069832,-8.837508430219811,TO
1717008,Pindorama do Tocantins,-47.55885760732521,-11.159763861943087,TO
1717206,Piraquê,-48.2394469055453,-6.738697496358273,TO
1717503,Pium,-49.87185684750104,-10.209861125551306,TO
1717800,Ponte Alta do Bom Jesus,-46.593348913019234,-12.057708138452622,TO
1717909,Ponte Alta do Tocantins,-47.3244958369728,-10.749676302792032,TO
1718006,Porto Alegre do Tocantins,-47.04674118438196,-11.510898827412122,TO
1718204,Porto Nacional,-48.49646528940586,-10.543988262517614,TO
1718303,Praia Norte,-47.781933621693696,-5.474845762690009,TO
1718402,Presidente Kennedy,-48.46159178137818,-8.46189255988425,TO
1718451,Pugmil,-48.88235661521362,-10.422530855110749,TO
1718501,Recursolândia,-47.113111121714745,-8.69743003669155,TO
1718550,Riachinho,-48.13620211017814,-6.459946884947558,TO
