state,method,rep_id,target,rmse,mae,r2,n
0,KKN,1,5G,2.5677677044365015,2.1410387094924905,-0.9102575873852898,17
1,KKN,1,5G,2.045615846384901,1.5998643491707123,-0.5150103437926496,21
10,KKN,1,5G,2.163024216875943,1.6205397760206026,-0.5275528137086041,5
11,KKN,1,5G,5.417517576083505,5.1592186961804085,-10.388571090811894,10
12,KKN,1,5G,2.0650295537013568,1.7834671116287455,-0.9051248446304125,13
13,KKN,1,5G,2.2735501625676235,1.9490448504571556,-1.9244330737449404,5
14,KKN,1,5G,2.450280511242333,2.030117722596234,-0.5176023323775671,38
15,KKN,1,5G,2.4460561735484503,1.9069487514923946,0.11121970777726575,27
16,KKN,1,5G,0.6973413000431202,0.6608589707005897,-0.6660567977266929,2
17,KKN,1,5G,3.923125754883369,3.5196086058812974,-3.312670174022384,17
18,KKN,1,5G,3.555387278543322,2.8025450181549036,-0.2971419078085753,6
19,KKN,1,5G,2.4563687098106373,1.9910564192547529,-0.19824426788860783,7
2,KKN,1,5G,2.3825334519442936,2.2032117835846203,-0.15021981420735298,10
20,KKN,1,5G,1.3455334903594336,1.077675205010611,-1.0391805070083686,2
21,KKN,1,5G,2.1635745768215116,2.08476823602896,-5.2417929653406645,3
22,KKN,1,5G,2.8687429061845893,2.608096181294686,-2.9627132941385255,17
23,KKN,1,5G,2.317494498078153,1.675194812999127,-1.2938593509870384,8
24,KKN,1,5G,2.330198481266121,1.8888127355716997,-0.09537350283828094,20
25,KKN,1,5G,3.441445337433325,3.1512943305892662,-3.11190467127624,21
26,KKN,1,5G,2.4103024781665012,1.7335649919127958,-1.0360238953707746,8
3,KKN,1,5G,3.263432486710744,3.018452515334249,-6.267558762468882,31
4,KKN,1,5G,2.4463627763971387,2.050294006564791,-1.7837563919439998,5
5,KKN,1,5G,1.63269998384578,1.3353270908134074,-0.11208636566010033,15
6,KKN,1,5G,2.2106218483143714,1.7865995286761427,0.005343787037176417,44
7,KKN,1,5G,2.4625320177446306,1.9334913889674328,0.08200351093751834,27
9,KKN,1,5G,2.175003220638037,1.7564439452592293,-0.05657031083623032,20
