state,method,rep_id,target,rmse,mae,r2,n
0,KM,1,4G,2.960782091432779,2.408432358234839,-1.6837914964484968,17
1,KM,1,4G,2.6007706722932684,2.1207322703517586,-0.6580435588410907,21
10,KM,1,4G,3.5210700455713635,3.192616756837502,-0.03871259904588298,5
11,KM,1,4G,4.3979631460872435,3.775416799237218,-1.3753984634599545,10
12,KM,1,4G,2.793549573548427,2.380920295754622,-0.39713297872715536,13
13,KM,1,4G,3.4613327942917707,3.308276476668665,-0.15996521713125156,5
14,KM,1,4G,2.254126553112766,1.9011067685283796,-0.39426697521638965,38
15,KM,1,4G,1.7713758021604973,1.3826007285921207,-0.167291759302717,27
16,KM,1,4G,2.839434189950228,2.092654748301808,-1.8343193321785876,2
17,KM,1,4G,1.701235952187472,1.4384069840922418,-0.061753448971933134,17
18,KM,1,4G,2.687086726877345,2.465137389840744,-3.69001498084617,6
19,KM,1,4G,1.7059526929252484,1.6571793654589702,-0.011297731085402551,7
2,KM,1,4G,3.0484376896792442,2.330424181985995,-0.023531627811278488,10
20,KM,1,4G,2.0553279982464683,1.9559887259797095,0.14763831855806775,2
21,KM,1,4G,6.426260898284676,6.414322370140497,-181.3453219926894,3
22,KM,1,4G,2.2533105880095725,1.7679754310907079,-0.19116222912928205,17
23,KM,1,4G,2.5630923524458376,2.1606530734299865,0.09391057598139796,8
24,KM,1,4G,3.04750529977457,2.5334181294234477,-0.8218177922136967,20
25,KM,1,4G,2.625274004478187,2.0615499656272527,-0.3880283615282927,21
26,KM,1,4G,2.4550824944995786,1.8703985142529937,-0.44039203851246933,8
3,KM,1,4G,1.8174335119019331,1.5859917291701797,-0.13196029193496273,31
4,KM,1,4G,4.220679009437902,3.8573428849219313,-1.3497577039043342,5
5,KM,1,4G,3.3601823643492645,2.805074782879554,-0.8242908867794281,15
6,KM,1,4G,2.4081726885872663,1.9647038260507637,0.03958090237409695,44
7,KM,1,4G,2.0150269121619466,1.6962882302175617,0.044788122745402226,27
9,KM,1,4G,2.6592706739238525,2.2199528822865187,-0.7710994126714747,20
