state,method,rep_id,target,rmse,mae,r2,n
0,U,0,5G,4.942316162633943,4.408204059926978,-2.2347664189953838,17
10,U,0,5G,2.21367965907936,1.9019382878880478,-0.6303180913879516,16
11,U,0,5G,3.0756061990267494,2.3289333760276985,-1.0951494560661352,23
12,U,0,5G,2.7085906786588634,2.4415767661368775,-0.9451413425100039,36
13,U,0,5G,2.633576171920312,2.1077817266391095,-0.09733647308772109,46
14,U,0,5G,2.531496210392219,2.222751659285602,-0.37635431152289134,8
15,U,0,5G,2.7977946486160503,2.2312914946191986,-0.1373545621555574,15
16,U,0,5G,3.1964335683267,2.882642329888573,-3.6370205080075584,13
17,U,0,5G,1.7643971313120987,1.4196568116724326,-0.10619569812951157,14
18,U,0,5G,1.6706613926939795,1.5751113171460496,-1.5592214854853381,12
19,U,0,5G,3.0695745322563193,2.4294469951140534,-0.17027609834017587,21
2,U,0,5G,3.1431350243421843,2.2912091994628514,-1.7144017575733863,4
20,U,0,5G,2.5328377977643344,1.9087431610195553,0.07178787519250085,15
21,U,0,5G,3.048207101774461,2.7306769415901604,-2.389610975360884,26
22,U,0,5G,2.0586921163046727,1.887239093664616,-0.22076746954082238,6
23,U,0,5G,2.456547786984526,2.0335428532619275,-0.9490885346512599,22
24,U,0,5G,1.51988915919537,1.384908291365649,0.2088490982336778,7
25,U,0,5G,5.3442794319203655,5.24681694980396,-26.07357296862479,5
26,U,0,5G,2.9065464213130072,2.4841035610083,-1.831150607497844,11
3,U,0,5G,3.892416190141048,3.2557566901802404,-1.5180055887022994,4
4,U,0,5G,2.2003854969232393,1.677217010041658,-0.6391792392687359,17
5,U,0,5G,2.19702195372101,1.9380282505752477,0.17579569566862663,12
6,U,0,5G,3.0994722931381173,2.5763540982368593,-0.15143136454309158,13
7,U,0,5G,3.965949644455747,3.357059880402125,-1.861613397204891,4
8,U,0,5G,2.013549116771444,1.6299752030041652,-0.14857060759867813,24
9,U,0,5G,3.2489337181853024,2.5425231242965034,-0.5204036441309268,9
