state,method,rep_id,target,rmse,mae,r2,n
0,Pareto,2,5G,2.4252439455977743,2.2526922845022237,-0.6718755687597795,4
1,Pareto,2,5G,2.5326767818382905,2.0618175272972556,-0.2791494644659096,20
10,Pareto,2,5G,2.6679728559282694,2.1774863811821192,-0.3641178243152785,13
11,Pareto,2,5G,1.929034995575456,1.7448698625747916,-0.47312782018487964,11
12,Pareto,2,5G,2.8167806663049526,2.1000704330920104,-0.1708609898579072,8
13,Pareto,2,5G,2.8310284767001552,2.139433394003831,-0.6900048045866418,10
14,Pareto,2,5G,2.0556699491096504,1.795068283268838,-0.016705029623434786,25
15,Pareto,2,5G,3.0928620708067713,2.670175854969206,-3.096894877995674,2
16,Pareto,2,5G,3.122879227044837,2.6308576948952975,-1.0271972268838767,18
17,Pareto,2,5G,2.070259860867834,1.7136235382641658,0.17074308051255616,11
18,Pareto,2,5G,3.691562187065887,3.1669115087514745,-1.5013362946915332,28
2,Pareto,2,5G,2.975027113104442,2.6607919469892916,-1.3458190209046612,50
21,Pareto,2,5G,3.2630077644516966,2.6815311758805302,-2.6051828636251027,8
22,Pareto,2,5G,2.208257874556519,1.8963682916364,-0.4983952131496072,20
23,Pareto,2,5G,3.434775920598857,2.778427969019838,-0.7708937451418976,14
25,Pareto,2,5G,2.3718723922394647,2.1046821644947773,-0.7199124926484024,12
26,Pareto,2,5G,2.2226264998989813,1.8071182066313858,-0.7351057115795858,36
3,Pareto,2,5G,2.17100162307087,1.818229293664944,-0.06863377462763243,16
4,Pareto,2,5G,4.342371451923065,3.7440330970803584,-3.166281470948528,7
5,Pareto,2,5G,3.644818906841881,3.1737090933055563,-2.532231040416872,21
6,Pareto,2,5G,1.826750592519019,1.5378483036034754,-0.25675154717776394,19
7,Pareto,2,5G,2.5262396558398637,2.000882093351301,-0.028601048413916752,24
8,Pareto,2,5G,3.7184982663757893,3.33290054643053,-4.763309558903243,11
9,Pareto,2,5G,3.3774386932732177,2.654863622171897,-1.4070846496821598,10
