state,method,rep_id,target,rmse,mae,r2,n
0,KM,2,4G,2.1074554059133126,1.7190382114066702,-0.2376896181025674,4
1,KM,2,4G,3.0122403663528243,2.6447238687217967,-2.369744791332043,20
10,KM,2,4G,2.3562802817304784,2.010810363307087,-0.10549914132290428,13
11,KM,2,4G,2.294418546614761,1.6382125214410033,-0.10700638167557441,11
12,KM,2,4G,4.520918659192398,4.1629860000795125,-0.7537565382082252,8
13,KM,2,4G,2.0444207666744743,1.6437884522005504,0.07763341387166134,10
14,KM,2,4G,2.0238491009687936,1.5901122152211766,-0.44147017371774755,25
15,KM,2,4G,4.259979301084274,3.729739258952381,-3.7192518950406512,2
16,KM,2,4G,4.940344501916299,4.347829900600923,-2.773597452548509,18
17,KM,2,4G,2.2535467899770723,1.898839751744228,-0.7993784895863174,11
18,KM,2,4G,2.491166506618799,2.0396369694568097,-0.13481947347662193,28
2,KM,2,4G,2.503106982876904,1.9299810216093038,0.1025903461677069,50
21,KM,2,4G,2.358437131453959,1.914254728458061,-2.654660212194223,8
22,KM,2,4G,2.4525177253200425,1.8694047486109124,-0.3828256943815733,20
23,KM,2,4G,1.814905748457521,1.4370152125006512,0.21116477952233081,14
25,KM,2,4G,4.669542887776276,4.054228850124451,-2.421604130032038,12
26,KM,2,4G,2.1399414743578578,1.6996245348905175,-0.047904179182130635,36
3,KM,2,4G,3.378612904006033,2.440675451046308,-0.2771580836817509,16
4,KM,2,4G,2.29999877401426,1.8819445932438654,-0.1896725350865316,7
5,KM,2,4G,3.2131520674090597,2.886037222371491,-3.1610451004791207,21
6,KM,2,4G,2.114721998214292,1.7278846330376036,0.033417939319290824,19
7,KM,2,4G,3.195260569649231,2.651292270190531,-2.817539132453648,24
8,KM,2,4G,1.4227728601204597,1.1373927371299186,0.14701112907865876,11
9,KM,2,4G,1.7691885556048619,1.4722172055857492,-0.4970073758096174,10
