abs_err_max_4G,abs_err_max_5G,abs_err_p90_4G,abs_err_p90_5G,abs_err_p95_4G,abs_err_p95_5G,abs_err_p99_4G,abs_err_p99_5G,best_group_r2_4G,best_group_r2_5G,best_group_rmse_4G,best_group_rmse_5G,k,macro_mae_4G,macro_mae_5G,macro_r2_4G,macro_r2_5G,macro_rmse_4G,macro_rmse_5G,mean_macro_rmse,mean_worst_group_rmse,method,n_groups_evaluated_4G,n_groups_evaluated_5G,overall_mae_4G,overall_mae_5G,overall_r2_4G,overall_r2_5G,overall_rmse_4G,overall_rmse_5G,regime,rep_id,rmse_dispersion_4G,rmse_dispersion_5G,rmse_iqr_4G,rmse_iqr_5G,worst_group_mae_4G,worst_group_mae_5G,worst_group_r2_4G,worst_group_r2_5G,worst_group_rmse_4G,worst_group_rmse_5G
8.109615115052524,9.352199314856803,4.797835922738244,4.626508998060573,5.578483704649342,5.447059915653801,7.376075574214598,6.774938193201107,-0.08512934698137542,0.2088490982336778,1.61297094192195,1.51988915919537,300,2.443157832241826,2.4189803512407093,-2.134192629576771,-1.8673268435111936,2.8248171702020946,2.855076523378901,2.8399468467904976,5.753229861398184,U,26,26,2.361045757147693,2.3103372026107873,-0.03493745754297639,0.02686614400940701,2.906910924519139,2.8456960821408623,exactk,0,1.033486661326053,0.895362347060747,0.9622009009898305,0.9285103040788978,5.9641154576235,5.24681694980396,-14.269186613408426,-26.07357296862479,6.1621802908760035,5.3442794319203655
7.646342304900219,8.59469069139525,4.317140665529662,4.368580928502191,4.984933063202289,4.806559227742433,6.915346214770284,6.1764445618597055,0.15442898455395415,0.10337727905334715,1.7053813735444385,0.6869107908127297,300,2.43384740487075,2.1278947777574833,-7.4566864391296415,-1.6475021004916783,2.829694600044582,2.5161317977673123,2.672913198905947,5.898621559693302,U,26,26,2.1108527855374284,2.197658015195485,0.019832175232446514,0.004760466210802727,2.6135238716660667,2.692904085371947,exactk,1,0.9892252188655248,0.8680925604266153,0.8028765158606186,0.38659987743216684,6.369633343324445,5.158116246919885,-178.82081791343447,-10.380602300667302,6.381621242722338,5.415621876664266
9.167120493829874,8.567154342162828,4.587145520974734,4.4364957775593545,5.668126257315083,5.287975579574189,7.229084546693583,6.91808258949514,0.2151933079187318,0.16654193722919752,1.396417870587644,1.8332374828629059,300,2.270640675098931,2.3610088811757364,-0.9724588091417999,-1.1256068289766945,2.733983488835664,2.805497330322068,2.769740409578866,4.613331811443994,U,24,24,2.1911056345513304,2.3315463663261027,0.028175657369154727,-0.020116608589978213,2.7931377965693196,2.824479267552628,exactk,2,0.951903450502516,0.6480322150632992,1.0939276852470092,1.0646107044086381,4.331102504756,3.707085681118295,-3.6720099773528903,-4.779520263702375,4.925012849571825,4.3016507733161635
8.101235143991786,9.333631756866323,4.818154868647604,4.607032888431142,5.627189881962875,5.4769606329117675,7.402214284143966,6.8169046771836825,-0.07838510380632036,0.2188498644461444,1.5978723284915752,1.510252314134222,300,2.44139331649238,2.415190887779631,-2.1294259313400374,-1.8661347962922379,2.8235071832229193,2.851782879600538,2.8376450314117285,5.7595143313156605,KM,26,26,2.3616227323166736,2.306690008510899,-0.036319066087941776,0.028733105000369963,2.9088505941379847,2.8429650322701363,exactk,0,1.0353326224107684,0.898404725495854,0.9787893764268794,0.932886066721105,5.97023665616495,5.254717940631282,-14.28964061274306,-26.159183434991906,6.166306216278691,5.3527224463526295
7.640079560835258,8.636394318972323,4.315917738632548,4.370505341619694,4.9668095513061,4.781203996847325,6.951973193844574,6.209127172907814,0.14763831855806775,0.10766602051904683,1.701235952187472,0.7137738453395733,300,2.4364448334367683,2.130356900110974,-7.555132036875795,-1.6542288868999657,2.8326821817776424,2.517471697263226,2.675076939520434,5.923694116660571,KM,26,26,2.109978551170462,2.1982989630944343,0.019758435581370026,0.004484127523872172,2.6136221796848442,2.6932779159450795,exactk,1,0.9950268153582743,0.8639389326208771,0.7946900129177048,0.4001684353233812,6.414322370140497,5.153206748041384,-181.3453219926894,-10.40375283851403,6.426260898284676,5.421127335036466
9.199674254145538,8.53066526710512,4.5934160944589415,4.369667326772802,5.68102784428612,5.25511456599358,7.290930796274742,6.966950661616717,0.21116477952233081,0.1594452133373414,1.4227728601204597,1.8271745281590535,300,2.2719862800804793,2.361683186511392,-0.9716588662646727,-1.1302788640443762,2.7348658294293435,2.8066726169512006,2.770769223190272,4.63585258326046,KM,24,24,2.1892528228576413,2.3300596503581104,0.0291516028858797,-0.019302530323596523,2.791734953014195,2.8233520404869683,exactk,2,0.9522477246378263,0.6542391443194939,1.0868280939501411,1.0725489472760854,4.347829900600923,3.732715319776731,-3.7192518950406512,-4.7805822790739745,4.940344501916299,4.331360664604622
8.16009495643362,9.351347683301706,4.7821607885738215,4.616957235895306,5.627950156059612,5.467059416709682,7.377922347678973,6.8429952734597945,-0.08329773023340348,0.22364919519984194,1.607932942962084,1.5056057247747117,300,2.442722580850952,2.4147613352220665,-2.1328889563714384,-1.8619538131596498,2.8257844163825734,2.850175731022981,2.837980073702777,5.7607898974308505,KKN,26,26,2.3623234075246926,2.306907235424939,-0.03698147879212521,0.02860795199747379,2.9097801108469374,2.843148192095524,exactk,0,1.0334472488931357,0.8974093454036493,0.9526219963215072,0.9067696484370042,5.978809032141108,5.2496729182096455,-14.340406811008714,-26.08133079038174,6.176534727063139,5.345045067798563
7.605746238711022,8.594991200361473,4.325187048332934,4.378544203093054,4.996919166940663,4.808618515444428,6.884875845880076,6.198474921913658,0.14905888327472405,0.11121970777726575,1.6933681072227313,0.6973413000431202,300,2.4334198969347307,2.13336675898605,-7.417341955987496,-1.6582745407777737,2.8285991792500105,2.519674705462527,2.6741369423562684,5.890330537169119,KKN,26,26,2.1087677831599767,2.1987640887794204,0.021790410210249633,0.003854304359527161,2.610911843147641,2.694129745964895,exactk,1,0.9866485945614607,0.8669987786419391,0.7888114952131615,0.3750270449878905,6.350835821995427,5.1592186961804085,-177.7809966375823,-10.388571090811894,6.3631434982547335,5.417517576083505
9.149037298879056,8.53382802168248,4.5833285319528265,4.417407308874498,5.677519019108679,5.21774352157054,7.276615599833891,6.885801755570951,0.22034749092166928,0.15346554758978947,1.4119913313131924,1.8403954407848544,300,2.2709583210490294,2.362665415708221,-0.9713354888974148,-1.1273102066792047,2.734447529691035,2.8054740313185604,2.769960780504798,4.63416590953719,KKN,24,24,2.189005482405861,2.3296179458811714,0.028716677853430905,-0.01801690977339443,2.792360209987326,2.8215709673761804,exactk,2,0.9483490366641241,0.6511325487740615,1.097587245413572,1.059014682364631,4.3318826899846075,3.746115097911035,-3.602686420694143,-4.756491081685759,4.926431257282863,4.341900561791518
8.122239928465275,9.403829421691647,4.833713053304155,4.635293919261508,5.5858315843919,5.470253848703608,7.378037263606722,6.8144427317760545,-0.0923008625161228,0.21427342693636198,1.6052097839808712,1.514669827203129,300,2.4431568161729595,2.4202981390452885,-2.136701186765196,-1.8728154491838729,2.8250740117690927,2.8551162458858923,2.8400951288274925,5.763057882699135,SKKN,26,26,2.362643010039219,2.3110861554273274,-0.03662829423065217,0.02654936212680359,2.909284548991059,2.846159220693532,quota,0,1.0361892624291094,0.9001527331963486,0.9709176110965778,0.9445835143030963,5.968640484863444,5.263413965619657,-14.30402079511977,-26.201699290955663,6.16920529580838,5.356910469589891
7.572921393697858,8.555377426532614,4.310432575126134,4.349211830468633,4.996953581796236,4.800021571616942,6.844362500184821,6.185012037629299,0.13929826304323945,0.1141729302752571,1.7030073093754838,0.7223323827200945,300,2.4298383847471827,2.130331612085158,-7.386478290296381,-1.650765066791827,2.825265477491988,2.5172421030587344,2.6712537902753613,5.877890181659293,SKKN,26,26,2.1075255797304853,2.197959236138555,0.02317937087443489,0.0059991482225417725,2.6090575666706752,2.691227760087009,quota,1,0.9841537067388385,0.8611220850052135,0.8002815515390855,0.39221054586306714,6.340880711964765,5.148219250155386,-177.12802848856052,-10.332931930515713,6.351512701767328,5.404267661551258
