state,method,rep_id,target,rmse,mae,r2,n
0,Pareto,2,4G,2.1178566532775327,1.7310639060745885,-0.24993688479098353,4
1,Pareto,2,4G,3.036683313173955,2.666942391010252,-2.4246545367725165,20
10,Pareto,2,4G,2.3655623895477977,2.015811008904886,-0.11422609424240937,13
11,Pareto,2,4G,2.296723073909306,1.62750553069092,-0.10923126571746766,11
12,Pareto,2,4G,4.5354882396105465,4.175959623693395,-0.7650784270967157,8
13,Pareto,2,4G,2.0245907523588467,1.6270010951348883,0.0954397653342538,10
14,Pareto,2,4G,2.0204793662931566,1.5949960783780526,-0.4366740372541855,25
15,Pareto,2,4G,4.274529890200245,3.7586865338011757,-3.7515455580245067,2
16,Pareto,2,4G,4.933077851814293,4.340975716288094,-2.7625046044647408,18
17,Pareto,2,4G,2.2783341847643226,1.9227175504132263,-0.8391799258285446,11
18,Pareto,2,4G,2.4811327827963043,2.027228141150253,-0.1256964105242233,28
2,Pareto,2,4G,2.498804446019857,1.9297219226436568,0.10567277110932438,50
21,Pareto,2,4G,2.3664695104970974,1.924369733854605,-2.6795967309345037,8
22,Pareto,2,4G,2.445539648710983,1.8601239555246676,-0.3749678625174091,20
23,Pareto,2,4G,1.7992407361896383,1.4309124469247507,0.22472337272716225,14
25,Pareto,2,4G,4.666211517909222,4.054421910592121,-2.4167237538861452,12
26,Pareto,2,4G,2.14758015957995,1.7097964403022747,-0.055398680128760036,36
3,Pareto,2,4G,3.372387838848095,2.4416722721676534,-0.27245611382077506,16
4,Pareto,2,4G,2.3025061766238992,1.8905088184639818,-0.1922678529999433,7
5,Pareto,2,4G,3.212314735637614,2.8729222315303766,-3.1588766869011655,21
6,Pareto,2,4G,2.1119309386056417,1.7248369508106403,0.035967690868956015,19
7,Pareto,2,4G,3.1990959275940707,2.6635589728767313,-2.8267092242782876,24
8,Pareto,2,4G,1.4063132154484852,1.121404221215454,0.16663292872902935,11
9,Pareto,2,4G,1.80660923868556,1.5010910583741854,-0.5610044855139511,10
