state,method,rep_id,target,rmse,mae,r2,n
0,KKN,0,4G,4.6532505670323046,4.140012618256956,-3.4100701505394078,17
10,KKN,0,4G,6.176534727063139,5.978809032141108,-14.340406811008714,16
11,KKN,0,4G,1.6540958550623612,1.3252982894918448,-0.08329773023340348,23
12,KKN,0,4G,2.883304566138469,2.446362290461439,-1.6093660300649075,36
13,KKN,0,4G,2.771723993582264,2.4459276557394403,-1.6516117134590091,46
14,KKN,0,4G,3.439740580602239,3.114858056257715,-1.0376443403312252,8
15,KKN,0,4G,1.6158136131666558,1.4549185749710971,-0.13604225280707039,15
16,KKN,0,4G,2.5437731917324173,2.059328332644442,-0.39368188534745796,13
17,KKN,0,4G,2.8755263142299836,2.4973127810612836,-1.2733043262177346,14
18,KKN,0,4G,2.2126006908436864,1.9327136043853164,-0.11553982723778944,12
19,KKN,0,4G,2.01935080070011,1.7805133575639802,-0.4143463326065264,21
2,KKN,0,4G,3.5314883799990793,3.388369527826428,-13.852942307210613,4
20,KKN,0,4G,2.3296600711767166,1.8652463026710255,-0.35276245185068156,15
21,KKN,0,4G,1.8688775702930582,1.5551552211051833,-0.09729691788622863,26
22,KKN,0,4G,2.165822327704039,2.0223771394794596,-0.1262840940816461,6
23,KKN,0,4G,2.5848039987127525,2.305525872495492,-0.9678453231181701,22
24,KKN,0,4G,2.2253177437879144,1.586545866489345,-0.16898751365066467,7
25,KKN,0,4G,1.9640052272431987,1.5770837156807276,-1.9700220257128827,5
26,KKN,0,4G,3.206082455333658,2.71073638836552,-0.19465624243506152,11
3,KKN,0,4G,4.2625981758602824,4.0044926096717415,-6.847458545408221,4
4,KKN,0,4G,2.4635902237982945,2.1301373910897903,-1.8170444872914606,17
5,KKN,0,4G,2.6407822084156143,1.9179821470046152,-0.5362764761540109,12
6,KKN,0,4G,2.7255559191237486,2.0666533046346274,-0.3053654062762936,13
7,KKN,0,4G,4.145854388141984,3.5503952392481795,-2.4916306524080842,4
8,KKN,0,4G,2.902308293240858,2.395544162949631,-0.9915400485187413,24
9,KKN,0,4G,1.607932942962084,1.2584876204383664,-0.269688973801393,9
